,标题,标题_链接,作者,highwirecitemetadatadoi,abstact,Abstract_num,Full_num,Pdf_num,page
45,"A factorial cluster-randomised controlled trial combining home-environmental and early child development interventions to improve child health and development: rationale, trial design and baseline findings",https://www.biorxiv.org/content/10.1101/465856v1,"Stella M Hartinger, Nestor Nuño, Jan Hattendorf, Hector Verastegui, Mariela Ortiz, Daniel Mäusezahl",doi: https://doi.org/10.1101/465856 ,"Background Exposure to unhealthy environments and poor cognitive development are the main risk factors that affect children’s health and wellbeing in low- and middle-income countries. Interventions that simultaneously address several risk factors at the household level have great potential to reduce these negative effects. We present the design and baseline findings of a cluster-randomised controlled trial to evaluate the impact of an integrated home-environmental intervention package and an early child development programme to improve diarrhoea, acute respiratory infections and childhood developmental outcomes in children under 36 months of age living in resource-limited rural Andean Peru.Methods We collected baseline data on children’s developmental performance, health status and demography as well as microbial contamination in drinking water. In a sub-sample of households, we measured indoor and personal 24-hour air concentration levels of carbon monoxide (CO) and fine particulate matter (PM2.5).Results We recruited and randomised 317 children from 40 community-clusters to four study arms. At baseline, all arms had similar health and demographic characteristics, and the developmental status of children was comparable between arms. The analysis revealed that more than 25% of mothers completed primary education, a large proportion of children were stunted and diarrhoea prevalence was above 18%. Fifty-two percent of drinking water samples tested positive for thermo-tolerant coliforms and the occurrence of E.coli was evenly distributed between arms. The mean levels of kitchen PM2.5 and CO concentrations were 213 μg/m3 and 4.8 ppm, respectively.Conclusions The trial arms are balanced with respect to most baseline characteristics, such as household air and water pollution, and child development. These results ensure the possible estimation of the trial effectiveness. This trial will yield valuable information for assessing synergic, rational and cost-effective benefits of the combination of home-based interventions.Trial registration retrospectively registered on 15th January 2018. SRCTN reference: 26548981",1177,222,516,27
46,"Integrating water, sanitation, handwashing, and nutrition interventions to reduce child soil-transmitted helminth and Giardia infections: a cluster-randomized controlled trial in rural Kenya",https://www.biorxiv.org/content/10.1101/464917v1,"Amy J. Pickering, Sammy M. Njenga, Lauren Steinbaum, Jenna Swarthout, Audrie Lin, Benjamin F. Arnold, Christine P. Stewart, Holly N. Dentz, MaryAnne Mureithi, Benard Chieng, Marlene Wolfe, Ryan Mahoney, Jimmy Kihara, Kendra Byrd, Gouthami Rao, Theodora Meerkerk, Priscah Cheruiyot, Marina Papaiakovou, Nils Pilotte, Steven A. Williams, John M. Colford Jr., Clair Null",doi: https://doi.org/10.1101/464917 ,"Background. Helminth and protozoan infections affect &gt;1 billion children globally. Improved water, sanitation, handwashing, and nutrition could be more sustainable control strategies for parasite infections than mass drug administration (MDA), while providing other quality of life benefits.Methods and Findings. We enrolled geographic clusters of pregnant women into a cluster-randomized controlled trial that tested six interventions: disinfecting drinking water(W), improved sanitation(S), handwashing with soap(H), combined WSH, improved nutrition(N), and combined WSHN. We assessed intervention effects on parasite infections by measuring Ascaris lumbricoides, Trichuris trichiura, hookworm, and Giardia duodenalis among individual children born to enrolled mothers and their older siblings (ClinicalTrials.gov NCT01704105). We collected stool specimens from 9077 total children in 622 clusters, including 2346 children in control, 1117 in water, 1160 in sanitation, 1141 in handwashing, 1064 in WSH, 1072 in nutrition, and 1177 in WSHN. In the control group, 23% of children were infected with Ascaris lumbricoides, 1% with Trichuris trichuria, 2% with hookworm and 39% with Giardia duodenalis. After two years of intervention exposure, Ascaris infection prevalence was 18% lower in the water treatment arm (95% confidence interval (CI) 0%, 33%), 22% lower in the WSH arm (CI 4%, 37%), and 22% lower in the WSHN arm (CI 4%, 36%) compared to control. Individual sanitation, handwashing, and nutrition did not significantly reduce Ascaris infection on their own, and integrating nutrition with WSH did not provide additional benefit. Trichuris and hookworm were rarely detected, resulting in imprecise effect estimates. No intervention reduced Giardia. Reanalysis of stool samples by quantitative polymerase chain reaction (qPCR) confirmed the reductions in Ascaris infections measured by microscopy in the WSH and WSHN groups. Lab technicians and data analysts were blinded to treatment assignment, but participants and sample collectors were not blinded. The trial was funded by the Bill &amp; Melinda Gates Foundation and USAID.Conclusions. Our results suggest integration of improved water quality, sanitation, and handwashing could contribute to sustainable control strategies for Ascaris infections, particularly in similar settings with recent or ongoing deworming programs. Water treatment alone was similarly effective to integrated WSH, providing new evidence that drinking water should be given increased attention as a transmission pathway for Ascaris.",1704,213,653,31
47,A Double-Blind Pilot Dosing Study of Low Field Magnetic Stimulation (LFMS) for Treatment-Resistant Depression (TRD),https://www.biorxiv.org/content/10.1101/465013v1,"Marc J. Dubin, Irena Ilieva, Zhi-De Deng, Jeena Thomas, Ashly Cochran, Kamilla Kravets, Benjamin D. Brody, Paul J. Christos, James H. Kocsis, Conor Liston, Faith M. Gunning",doi: https://doi.org/10.1101/465013 ,"Low Field Magnetic Stimulation is a potentially rapid-acting treatment for depression with mood-enhancing effects in as little as one 20-minute session. The most convincing data for LFMS has come from treating bipolar depression. We examined whether LFMS also has rapid mood-enhancing effects in treatment-resistant major depressive disorder, and whether these effects are dose-dependent. We hypothesized that a single 20-min session of LFMS would reduce depressive symptom severity and that the magnitude of this change would be greater after three 20-min sessions than after a single 20-min session. In a double-blind randomized controlled trial, 30 participants (age 21–65) with treatment-resistant depression were randomized to three 20-minute active or sham LFMS treatments with 48 hours between treatments. Response was assessed immediately following LFMS treatment using the 6-item Hamilton Depression Rating Scale (HAMD-6), the Positive and Negative Affect Scale (PANAS) and the Visual Analog Scale. Following the third session of LFMS, the effect of LFMS on VAS and HAMD-6 was superior to sham (F(1, 24) = 7.45, p = 0.03, Holm-Bonferroni corrected; F(1,22) = 6.92, p = 0.03, Holm-Bonferroni corrected, respectively). There were no differences between sham and LFMS following the initial or second session with the effect not becoming significant until after the third session. Three 20-minute LFMS sessions were required for active LFMS to have a mood-enhancing effect for individuals with treatment-resistant depression. As this effect may be transient, future work should address dosing schedules of longer treatment course as well as biomarker-based targeting of LFMS to optimize patient selection and treatment outcomes.",1333,302,635,18
48,Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): a randomised controlled trial,https://www.biorxiv.org/content/10.1101/456871v1,"Irja Lutsar, Corine Chazallon, Ursula Trafojer, Vincent Meiffredy de Cabre, Cinzia Auriti, Chiara Bertaina, Francesca Ippolita Calo Carducci, Fuat Emre Canpolat, Susanna Esposito, Isabelle Fournier, Maarja Hallik, Paul T. Heath Frcpch, Mari-Liis Ilmoja, Elias Iosifidis, Jelena Kuznetsova, Laurence Meyer, Tuuli Metsvaht, George Mitsiakos, Zoi Dorothea Pana, Fabio Mosca, Lorenza Pugni, Emmanuel Roilides, Paolo Rossi, Kosmas Sarafidis, Laura Sanchez, Michael Sharland, Vytautas Usonis, Adilia Warris, Jean-Pierre Aboulker, Carlo Giaquinto, on behalf of NeoMero Consortium",doi: https://doi.org/10.1101/456871 ,"Background The early use of broad-spectrum antibiotics remains the cornerstone for the treatment of neonatal late onset sepsis (LOS). However, which antibiotics should be used is still debatable, as relevant studies were conducted more than 20 years ago, were single centre or country, insufficiently powered, evaluated antibiotics not in clinical use anymore and had variable inclusion/exclusion criteria and outcome measures. Moreover, antibiotic-resistant bacteria have become a major problem in many countries worldwide. We hypothesized that efficacy of meropenem as a broad spectrum antibiotic is superior to standard of care regimen (SOC) in empiric treatment of LOS and thus aimed to compare the efficacy and safety of meropenem to SOC in infants aged &lt;90 days with LOS.Methods and findings NeoMero-1 was a randomized, open-label, phase III superiority trial conducted in 18 neonatal units in 6 countries. Infants with post-menstrual age (PMA) of ≤44 weeks with positive blood culture and one, or those with negative culture and at least with two predefined clinical and laboratory signs suggestive of LOS, or those with PMA &gt;44 weeks meeting the Goldstein criteria of sepsis, were randomized in a 1:1 ratio to receive meropenem or SOC (ampicillin+gentamicin or cefotaxime+gentamicin) for 8-14 days. The primary outcome was treatment success (survival, no modification of allocated therapy, resolution/improvement of clinical and laboratory markers, no need of additional antibiotics and presumed/confirmed eradication of pathogens) at test-of-cure visit (TOC) in full analysis set. Stool samples were tested at baseline and day 28 for meropenem-resistant Gram-negative organisms (CRGNO).The primary analysis was performed in all randomised patients (full analysis set) and in patients with culture confirmed LOS. Proportions of participants with successful outcome were compared by using a logistic regression model adjusted for the stratification factors.From September 3rd 2012 to November 30th 2014, in total 136 patients in each arm were randomized; 140 (52%) were culture positive. Success at TOC was achieved in 44/136 (32%) in the meropenem arm vs. 31/135 (23%) in the SOC arm (p=0.087); 17/63 (27%) vs. 10/77 (13%) in patients with positive cultures (p=0.022). The main reason of failure was modification of allocated therapy. Adverse events occurred in 72% and serious adverse events in 17% of patients, the mortality rate was 6% with no differences between study arms. Cumulative acquisition of CRGNO by day 28 occurred in 4% in the meropenem and 12% in the SOC arm (p=0.052).Conclusions Meropenem was not superior to SOC in terms of success at TOC, short term hearing disturbances, safety or mortality and did not outselect colonization with CRGNOs. Meropenem as broad-spectrum antibiotic should be reserved for neonates who are more likely to have Gram-negative LOS, especially in NICUs where microorganisms producing ESBL and AmpC beta-lactamases are circulating.",1374,283,729,36
49,Characterization of intact proviruses in blood and lymph node from HIV-infected individuals undergoing analytical treatment interruption,https://www.biorxiv.org/content/10.1101/456020v1,"Line K. Vibholm, Julio C.C. Lorenzi, Joy A. Pai, Yehuda Z. Cohen, Thiago Y. Oliveira, John P. Barton, Marco Garcia Noceda, Ching-Lan Lu, Yuria Ablanedo-Terrazas, Perla M. Del Rio Estrada, Gustavo Reyes Teran, Martin Tolstrup, Paul W. Denton, Tine Damsgaard, Ole S. Søgaard, Michel C. Nussenzweig",doi: https://doi.org/10.1101/456020 ,"The role of lymphoid tissue as a potential source of HIV-1 rebound following interruption of antiretroviral therapy is uncertain. To address this issue, we compared the latent viruses obtained from CD4+ T cells in peripheral blood and lymph nodes to viruses emerging during treatment interruption. Latent viruses were characterized by sequencing near full-length (NFL) proviral DNA, and env from viral outgrowth cultures (VOAs). 5 HIV-1 infected individuals on antiretroviral therapy (ART) were studied, 4 of whom participated in a clinical trial that included an analytical treatment interruption. Intact or replication competent clonal sequences from blood and lymph node overlapped. In contrast, there was no overlap between 205 latent reservoir and 125 rebound sequences in the 4 individuals who underwent treatment interruption. However, rebound viruses could be accounted for by recombination. The data suggests that CD4+ T cells carrying latent viruses circulate between blood and lymphoid tissues in individuals on ART and support the idea that recombination may play a role in the emergence of rebound viremia.",1132,169,456,24
50,Utilizing Transcranial Direct Current Stimulation to Enhance Laparoscopic Technical Skills Training: A Randomized Controlled Trial,https://www.biorxiv.org/content/10.1101/455329v1,"Morgan L. Cox, Zhi-De Deng, Hannah Palmer, Amanda Watts, Lysianne Beynel, Jonathan R. Young, Sarah H. Lisanby, John Migaly, Lawrence G. Appelbaum",doi: https://doi.org/10.1101/455329 ,"This study aimed to test the efficacy of transcranial direct current stimulation (tDCS) during laparoscopic skill training to determine if it has the capacity to accelerate technical skill acquisition. tDCS is a non-invasive brain stimulation technique that delivers constant, low electrical current resulting in changes to cortical excitability and prior work suggests it may enhance motor learning. We evaluate for the first time the potential of tDCS, coupled with motor skill training, to accelerate the development of laparoscopic technical skills. In this pre-registered, double-blinded and sham-controlled study, 60 healthy subjects were randomized into sham or active tDCS in either bilateral primary motor cortex (bM1) or supplementary motor area (SMA) electrode configurations. All subjects practiced the Fundamental of Laparoscopic Surgery Peg Transfer Task during a pre-test, six 20-minute training sessions, and a post-test. The primary outcome was change in laparoscopic skill performance over time, quantified by improvement in performance according to a seconds-per-object calculated score accounting for errors. Sixty participants were randomized equally into the three training cohorts (active bM1, active SMA, sham). The active groups had significantly greater improvement in performance from pre-test to post-test compared to the sham groups (108 vs 76 seconds, p = 0.018). Both bM1 and SMA active cohorts had significantly greater improvement in learning (p &lt; 0.01), achieving the same skill level in 4 sessions compared to the 6 sessions required of the sham cohort. The SMA cohort had more variability in performance compared to the bM1 and control cohorts. Laparoscopic skill training with active, bM1 or SMA, tDCS exhibited significantly greater learning relative to training with sham tDCS. The potential for tDCS to enhance the training of surgical skills merits further investigation to determine if these preliminary results may be replicated.",1217,255,541,20
51,Multi-Center Study of Resectable Lung Lesions by Ultra-Deep Sequencing of Targeted Genes in Plasma Cell-Free DNA to Assess Nodule Malignancy and Detect Lung Cancers,https://www.biorxiv.org/content/10.1101/453803v1,"Muyun Peng, Yuancai Xie, Xiaohua Li, Youhui Qian, Xiaonian Tu, Xumei Yao, Fangsheng Cheng, Feiyue Xu, Deju Kong, Bing He, Chaoyu Liu, Fengjun Cao, Haoxian Yang, Jiankui He, Fenglei Yu, Chuanbo Xu, Geng Tian",doi: https://doi.org/10.1101/453803 ,"BACKGROUND Early detection of lung cancer to allow curative treatment remains challenging. Cell-free circulating tumor DNA (ctDNA) analysis may aid in malignancy assessment and early cancer diagnosis of lung nodules found in screening imagery.METHODS The multi-center clinical study enrolled 192 patients with operable occupying lung diseases. Plasma ctDNA, white blood cell genomic DNA (gDNA) and tumor tissue gDNA of each patient were analyzed by ultra-deep sequencing to an average of 35,000X of the coding regions of 65 lung cancer-related genes.RESULTS The cohort consists of a quarter of benign lung diseases and three quarters of cancer patients with all histopathology subtypes. 64% of the cancer patients is at Stage I. Gene mutations detection in tissue gDNA and plasma ctDNA results in a sensitivity of 91% and specificity of 88%. When ctDNA assay was used as the test, the sensitivity was 69% and specificity 96%. As for the lung cancer patients, the assay detected 63%, 83%, 94% and 100%, for Stage I, II, III and IV, respectively. In a linear discriminant analysis, combination of ctDNA, patient age and a panel of serum biomarkers boosted the overall sensitivity to 80% at a specificity of 99%. 29 out of the 65 genes harbored mutations in the lung cancer patients with the largest number found in TP53 (30% plasma and 62% tumor tissue samples) and EGFR (20% and 40%, respectively).CONCLUSION Plasma ctDNA was analyzed in lung nodule assessment and early cancer detection while an algorithm combining clinical information enhanced the test performance.",1796,170,754,21
52,Dosage Matters: A Randomized Controlled Trial of Rehabilitation Dose in the Chronic Phase after Stroke,https://www.biorxiv.org/content/10.1101/441253v1,"Carolee Winstein, Bokkyu Kim, Sujin Kim, Clarisa Martinez, Nicolas Schweighofer",doi: https://doi.org/10.1101/441253 ,"Background and Purpose For stroke rehabilitation, task-specific training in animal models and human rehabilitation trials is considered important to trigger inherent neuroplasticity, promote motor learning, and functional recovery. Little is known, however, about what constitutes an effective dosage of therapy.Methods This is a parallel group, four arm, single blind, phase I, randomized control trial of four dosages of upper extremity therapy delivered in an outpatient setting during the chronic phase after stroke. Participants were randomized into groups that varied in total dosage of therapy (i.e., 0, 15, 30, or 60 hours). Seven hundred and four participants were assessed for eligibility, 50 were eligible to enroll, 45 were randomized, 44 participated and 41 completed the study. Planned primary analyses used linear mixed effects regression to model baseline to post-intervention changes in the Motor Activity Log-Quality of Movement rating (MALQ) and the Wolf Motor Function Test (WMFT) time score as a function of therapy dosage. A series of hierarchical models were constructed using the MALQ and WMFT.Results We observed a significant dose response curve: the greater the dosage of training, the greater the change in MALQ, with the dose by week slope parameter of 0.0045 (ΔMAL/hour/week; p = 0.0011; 95% CI = [0.0019; 0.0071]). Over the 3 weeks of therapy, this corresponds to a gain of 0.81 in MALQ for the 60 hour dose.Conclusions For mild-to-moderately impaired stroke survivors, the dosage of a patient-centered, task specific motor therapy was shown to systematically influence the gain in quality of arm use in the natural environment, but not functional capacity as measured in the laboratory. We highlight the importance of recovery outcomes that capture arm use vs. functional capacity.Clinical Trial Registration URL: http://www.clinicaltrials.gov. Unique identifier: NCT 01749358",2191,182,701,24
53,Derivation of a simple postoperative delirium incidence and severity prediction model,https://www.biorxiv.org/content/10.1101/426148v1,"Lindroth H., Bratzke L., Twadell S., Rowley P., Kildow J., Danner M., Turner L., Hernandez B., Chang W., Brown R., Sanders R.D.",doi: https://doi.org/10.1101/426148 ,"SummaryBackground Delirium is an important postoperative complication, yet a simple and effective delirium prediction model remains elusive. We hypothesized that the combination of the National Surgical Quality Improvement Program (NSQIP) risk calculator for serious complications (NSQIP-SC) or risk of death (NSQIP-D), and cognitive tests of executive function (Trail Making Test A and B [TMTA, TMTB]), could provide a parsimonious model to predict postoperative delirium incidence or severity.Methods Data were collected from 100 adults (≥65yo) undergoing major non-cardiac surgery. In addition to NSQIP-SC, NSQIP-D, TMTA and TMTB, we collected participant age, sex, ASA score, tobacco use, type of surgery, depression, Framingham risk score, and preoperative blood pressure. Delirium was diagnosed with the Confusion Assessment Method (CAM), and the Delirium Rating Scale-R-98 (DRS) was used to assess symptom severity. LASSO and Best Subsets logistic and linear regression were employed in line with TRIPOD guidelines.Results Three participants were excluded due to intraoperative deaths (2) and alcohol withdrawal (1). Ninety-seven participants with a mean age of 71.68±4.55, 55% male (31/97 CAM+, 32%) and a mean Peak DRS of 21.5±6.40 were analyzed. Of the variables included, only NSQIP-SC and TMTB were identified to be predictors of postoperative delirium incidence (p&lt;0.001, AUROC 0.81, 95% CI: 0.72, 0.90) and severity (p&lt;0.001, Adj. R2: 0.30).Conclusions In this cohort, preoperative NSQIP-SC and TMTB were identified as predictors of postoperative delirium incidence and severity. Future studies should verify whether this two-factor model could be used for accurate delirium prediction.",1157,156,371,20
54,Predictive Modelling of The Dynamic Patterns of Thinking in Attention-Deficit/Hyperactivity Disorder: Diagnostic Accuracy of Spatiotemporal Fractal Measures,https://www.biorxiv.org/content/10.1101/420513v1,"F. Labra-Spröhnle, G. Smith, H. Ahammer, C. Postlethwaite, I. Liu, P. Teesdale-Spittle, M. Frean",doi: https://doi.org/10.1101/420513 ,"Background Attention-Deficit/Hyperactivity Disorder (ADHD) is a neurodevelopmental condition characterized by executive function (EF) dynamics disturbances. Notwithstanding, current advances in translational neuroscience, no ADHD objective, clinically useful, diagnostic marker is available to date.Objectives Using a customized definition of EF and a new clinical paradigm, we performed a prospective diagnostic accuracy trial to assess the diagnostic value of several fractal measures from the thinking processes or inferences in a cohort of ADHD children and typically developing controls.Method We included children from age five to twelve diagnosed with a reference standard based on case history, physical and neurological examination, Conners 3rd Edition, and DSM-V™. The index test consisted of a computer-based inference task with a set of eight different instances of the “Battleships” game to be solved. A consecutive series of 18 cases and 18 controls (n = 36) recruited at the primary paediatrics service from the Nelson Marlborough Health in New Zealand underwent the reference standard and the index test. Several fractal measures were obtained from the inference task to produce supervised classification models.Results Notably, the summarized logistic regression’s predicted probabilities from the eight games played by each children yielded a 100% classification accuracy, sensitivity and specificity in both a training and an independent testing/validating cohort.Conclusions From a translational vantage point the expeditious method and the robust results make this technique a promising candidate to develop a screening, diagnostic and monitoring system for ADHD, and may serve to assess other EF disturbances.",1188,278,716,56
55,Effects and Feasibility of Hyperthermic Baths for Patients with Depressive Disorder: A Randomized Controlled Clinical Pilot Trial,https://www.biorxiv.org/content/10.1101/409276v1,"Johannes Naumann, Catharina Sadaghiani, Iris Kruza, Luisa Denkel, Gunver Kienle, Roman Huber",doi: https://doi.org/10.1101/409276 ,"Background Evaluation of efficacy, safety and feasibility of hyperthermic baths (HTB; head-out-of-water-immersion in 40°C), twice a week, compared to a physical exercise program (PEP; moderate intensity aerobic exercises) in moderate to severe depression.Method Single-site, open-label randomized controlled 8-week parallel-group pilot study at an university outpatient clinic as part of usual depression care. Medically stable outpatients with depressive disorder (ICD-10: F32/F33) as determined by the 17-item Hamilton Depression Rating Scale (HAM-D) score ≥18 and a score ≥2 on item 1 (Depressed Mood) were randomly assigned to receive either two sessions of HTB or PEP per week (40-45 min) provided by two trained doctoral students. An independent biometric center used computer-generated tables to allocate treatments. Primary outcome measure was the change in HAM-D total score from baseline (T0) to the 2-week time point (T1). Linear regression analyses, adjusted for baseline values, were performed to estimate intervention effects on an intention-to-treat (ITT) principle.Findings 45 patients (HTB n = 22; PEP n = 23) were randomized and analyzed according to ITT (mean age = 48.4 years, SD = 11.3, mean HAM-D score = 21.7, SD = 3.2). Baseline-adjusted mean difference was 4.3 points in the HAM-D score in favor of HTB (p&lt;0.001). This improvement was achieved after two weeks. Compliance with the intervention and follow-up was far better in the HTB group (2 vs 13 dropouts). There were no treatment-related serious adverse events. Main limitation: the number of dropouts in the PEP group (13 of 23) was far higher than in other trials investigating exercise in depression (18.1 % dropouts).Conclusions HTB seems to be a fast-acting, safe and easy accessible method leading to clinically relevant improvement in depressive disorder after two weeks; it is also suitable for persons who have problems performing exercise training.Trial registration German Clinical Trials Register (DRKS) with the registration number DRKS00011013 (registration date 2016-09-19) before onset of the study.",3398,466,6254,25
56,Effects of Attentional Bias Modification on Residual Symptoms in depression. A Randomized Controlled Trial,https://www.biorxiv.org/content/10.1101/318279v2,"Rune Jonassen, Catherine J. Harmer, Eva Hilland, Luigi A. Maglanoc, Brage Kraft, Michael Browning, Tore C. Stiles, Vegard Ø. Haaland, Torkil Berge, Nils Inge Landrø",doi: https://doi.org/10.1101/318279 ,"Background Following treatment, many depressed patients have significant residual symptoms. However, large randomised controlled trials (RCT) in this population are lacking. When Attention bias modification training (ABM) leads to more positive emotional biases, associated changes in clinical symptoms have been reported. A broader and more transparent picture of the true advantage of ABM based on larger and more stringent clinical trials have been requested.Aims To evaluate the early effect of two weeks ABM training on blinded clinician-rated and self-reported residual symptoms, and whether changes towards more positive attentional biases (AB) would be associated with symptom reduction.Method A total of 321 patients with a history of depression were included in a preregistered randomized controlled double-blinded trial. Patients were randomised to an emotional ABM paradigm over fourteen days or a closely matched control condition. Symptoms based on the Hamilton Rating Scale for Depression (HRSD) and Beck Depression Inventory II (BDI-II) were obtained at baseline and after ABM training.Results ABM training led to significantly greater decrease in clinician-rated symptoms of depression as compared to the control condition. No differences between ABM and placebo were found for self-reported symptoms. ABM induced a change of AB towards relatively more positive stimuli associated with greater symptom reduction.Conclusion The current study demonstrates that ABM produces early changes in both AB and blinded clinician-rated depressive symptoms. ABM may have practical potential in the treatment of residual depression.ClinicalTrials.gov ID: NCT02658682",2106,287,683,16
57,Glenohumeral Injection Using Anatomic Landmark Versus Sonographic Needle Guidance,https://www.biorxiv.org/content/10.1101/395293v1,"Timothy S. Moore, Cole L. Paffett, Wilmer L. Sibbitt Jr., William A. Hayward, James I. Gibb, Selma D. Kettwich, Roderick A. Fields, N. Suzanne Emil, Monthida Fangtham, Arthur D Bankhurst",doi: https://doi.org/10.1101/395293 ,"Objective We hypothesized ultrasound (US) guidance improves outcomes of corticosteroid injection of the painful shoulder.Methods 30 patients with symptomatic shoulders due to osteoarthritis were randomized to glenohumeral injection with 3 milliliters of 1% lidocaine and 60 mg of triamcinolone acetonide using the anterior approach with 1) conventional anatomic landmark palpation-guidance or 2) US-guidance. Injection pain (visual analogue pain scale (VAS)), pain at outcome (2 weeks and 6 months), therapeutic duration, time-to-next-injection, and costs were determined.Results Injection pain was less with US (VAS: 0.3±0.6 cm) vs. landmark-guidance (VAS: 1.4±2.4 cm, 95% CI of difference: 0.5&lt;1.1&lt;1.7, p=0.05). Pain scores were similar at 2 weeks: US: 2.2±2.4 cm; Landmark: 1.8±2.7 cm, 95% CI of difference: −2.2&lt;−0.4&lt;1.4, p=0.66 and 6 months: US: 5.8±2.8 cm; Landmark: 6.4±2.9 cm, 95% CI of difference: −0.4&lt;0.6&lt; 1.1, p =0.71. Therapeutic duration (US: 3.9±1.5 months; Landmark: 3.0±1.2 months, 95% CI of difference: − 1.4 &lt;−0.9&lt;−0.4, p=0.045) and time-to-next-injection (US: 8.1±3.5 months; Landmark: 5.7±2.9 months, 95% CI of difference: −3.6&lt;−2.4&lt;−1.3, p=0.025) were longer, and fewer injections per year (29% less) were required: US: 1.5±0.2 injections/year; Landmark: 2.1±0.2 injections/year (p&lt;0.037; 95% CI of difference −0.9&lt;−0.6&lt;−0.3). However, cost/patient/year was modestly greater with US (US: $318±89, Landmark: $301±67; p=0.28).Conclusion Anatomic landmark guidance in the short-term is equally effective as US for injection of the osteoarthritic shoulder and modestly less costly, however, US may reduce the need for repetitive injections by prolonging the therapeutic effect and thus time to next injection.IRB Statement This project was in compliance with the Helsinki Declaration, was approved by the Institutional Review Board (IRB) as ultrasound subset of a syringe safety trial (Human Research Review Committee approval 04-347), and was registered at ClinicalTrials.gov (Clinical Trial Identifier NCT00651625). The subjects gave informed consent to participate prior to all studies and interventions. Patient confidentiality was protected according to the U.S. Health Insurance Portability and Accountability Act (HIPAA) and all data was de-identified.",1255,1233,518,30
58,Cost-effectiveness of telephone-based weight loss support for patients with knee osteoarthritis: Results of an economic evaluation alongside a pragmatic randomised controlled trial,https://www.biorxiv.org/content/10.1101/284588v3,"KM O’Brien, JM van Dongen, A Williams, SJ Kamper, J Wiggers, RK Hodder, E Campbell, EK Robson, R Haskins, C Rissel, CM Williams",doi: https://doi.org/10.1101/284588 ,"Background The prevalence of knee osteoarthritis is increasing worldwide. Obesity is an important modifiable risk factor for both the incidence and progression of knee osteoarthritis. Consequently, international guidelines recommend patients with knee osteoarthritis who are overweight receive support to lose weight. However, few overweight patients with knee osteoarthritis receive care to support weight loss. Telephone-based interventions are one potential solution to provide scalable care to the many patients with knee osteoarthritis. The objective of this study is to evaluate whether referral to a telephone-based weight management and healthy lifestyle service for patients with knee osteoarthritis, who are overweight or obese, is cost-effective from a societal perspective compared to usual care.Methods A cost-effectiveness analysis was undertaken alongside a pragmatic randomised controlled trial. We randomised 120 patients with knee osteoarthritis to an intervention or usual care control group in a 1:1 ratio. Participants in the intervention group received a referral to an existing non-disease specific 6-month telephone-based weight management and healthy lifestyle service. For this economic evaluation, the primary outcome was quality-adjusted life years (QALYs) and secondary outcomes included pain intensity, disability, weight, and body mass index (BMI). Costs included intervention costs, healthcare utilisation costs (healthcare services and medication use) and absenteeism costs due to knee pain. The primary cost-effectiveness analysis was performed from the societal perspective.Results Mean cost differences between groups (intervention minus control) were, $454 (95%CI: −2735 to 4206) for healthcare costs, $−36, (95%CI: −73 to 2) for medication costs, and $−13 (95%CI: −225 to 235) for absenteeism costs. The total mean difference in societal costs was $1022 (95%CI: −2201 to 4771). For all outcomes, the probability of the intervention being cost-effective compared with usual care was less than 0.33 at all willingness-to-pay values.Conclusions From a societal perspective, telephone-based weight loss support, provided using an existing non-disease specific 6-month weight management and healthy lifestyle service was not cost-effective in comparison with usual care for overweight and obese patients with knee osteoarthritis for QALYs, pain intensity, disability, weight, and BMI.Trial Registration number ACTRN12615000490572",2476,222,588,26
59,Short-term aerobic training does not improve memory functioning in relapsing remitting multiple sclerosis – a randomized controlled trial,https://www.biorxiv.org/content/10.1101/366161v1,"L Baquet, H Hasselmann, S Patra, JP Stellmann, E Vettorazzi, AK Engel, S Rosenkranz, J Poettgen, SM Gold, KH Schulz, C Heesen",doi: https://doi.org/10.1101/366161 ,"Background Only few aerobic exercise intervention trials specifically targeting cognitive functioning have been performed in MS.Objective and methods This randomized controlled trial aimed to determine the effects of aerobic exercise on cognition in relapsing-remitting MS. The primary outcome was verbal memory (Verbal learning and memory test, VLMT). Patients were randomized to an intervention group (IG) program or a waitlist control group (CG). Patients in the IG exercised according to an individually tailored training schedule (with 2-3 sessions per week for 12 weeks). The primary analysis was carried out using the intention-to-treat (ITT) sample with ANCOVA adjusting for baseline scores.Results 77 RRMS patients were screened and 68 participants randomized (CG n=34; IG n=34). The sample comprised 68% females, had a mean age of 39 years, a mean disease duration of 6.3 years, and a mean EDSS of 1.8. No significant effects were detected in the ITT analysis for the primary endpoint VLMT or any other cognitive measures. Moreover, no significant treatment effects were observed for quality of life, fatigue, or depressive symptoms.Conclusion This study failed to demonstrate beneficial effects of aerobic exercise on cognition in RRMS.The trial was prospectively registered at clinicaltrials.gov (NCT02005237).",1637,160,422,20
